id,name,latitude_deg,longitude_deg,municipality,iata_code
3913,Syracuse Hancock International Airport,43.11119843,-76.10630035,Syracuse,SYR
3589,Westchester County Airport,41.06700134,-73.70760345,White Plains,HPN
3371,Albany International Airport,42.74829865,-73.80169678,Albany,ALB
3450,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Charleston,CHS
3406,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,Birmingham,BHM
3847,Richmond International Airport,37.50519943,-77.31970215,Richmond,RIC
3855,Greater Rochester International Airport,43.1189003,-77.67240143,Rochester,ROC
3864,Savannah Hilton Head International Airport,32.12760162,-81.20210266,Savannah,SAV
3481,James M Cox Dayton International Airport,39.90240097,-84.2193985,Dayton,DAY
3552,Spokane International Airport,47.61989975,-117.5339966,Spokane,GEG
3421,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,Boise,BOI
3684,Manchester Airport,42.93259811,-71.43569946,Manchester,MHT
3858,Southwest Florida International Airport,26.53619957,-81.75520325,Fort Myers,RSW
3796,Portland International Jetport Airport,43.64619827,-70.30930328,Portland,PWM
3866,Santa Barbara Municipal Airport,34.42620087,-119.8399963,Santa Barbara,SBA
3605,Wichita Mid Continent Airport,37.64989853,-97.43309784,Wichita,ICT
3401,Boeing Field King County International Airport,47.52999878,-122.302002,Seattle,BFI
3792,Palm Springs International Airport,33.82970047,-116.5070038,Palm Springs,PSP
3707,Dane County Regional Truax Field,43.13990021,-89.33750153,Madison,MSN
3566,Gerald R. Ford International Airport,42.88079834,-85.52279663,Grand Rapids,GRR
3496,Des Moines International Airport,41.5340004,-93.6631012,Des Moines,DSM
3463,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,Colorado Springs,COS
3430,Burlington International Airport,44.47190094,-73.15329742,Burlington,BTV
21321,North Las Vegas Airport,36.21070099,-115.1940002,Las Vegas,VGT
3645,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,Little Rock,LIT
3568,Piedmont Triad International Airport,36.09780121,-79.93730164,Greensboro,GSO
3930,Tulsa International Airport,36.19839859,-95.88809967,Tulsa,TUL
3705,Monterey Peninsula Airport,36.5870018,-121.8430023,Monterey,MRY
5448,Kona International At Keahole Airport,19.73880005,-156.0460052,Kailua/Kona,KOA
21087,Santa Monica Municipal Airport,34.01580048,-118.4509964,Santa Monica,SMO
3783,Pensacola Regional Airport,30.47340012,-87.18659973,Pensacola,PNS
3920,Teterboro Airport,40.85010147,-74.06079865,Teterboro,TEB
21333,Van Nuys Airport,34.20980072,-118.4899979,Van Nuys,VNY
3838,Rapid City Regional Airport,44.04529953,-103.0569992,Rapid City,RAP
3938,McGhee Tyson Airport,35.81100082,-83.9940033,Knoxville,TYS
3924,Tallahassee Regional Airport,30.39649963,-84.35030365,Tallahassee,TLH
3524,Fresno Yosemite International Airport,36.77619934,-119.7180023,Fresno,FAT
3899,Sarasota Bradenton International Airport,27.39539909,-82.55439758,Sarasota/Bradenton,SRQ
3522,Key West International Airport,24.55610085,-81.75959778,Key West,EYW
3723,Lakefront Airport,30.04240036,-90.02829742,New Orleans,NEW
3405,Bangor International Airport,44.80739975,-68.82810211,Bangor,BGR
3569,Greenville Spartanburg International Airport,34.89569855,-82.21890259,Greenville,GSP
3640,Blue Grass Airport,38.03649902,-84.60590363,Lexington,LEX
3478,Daytona Beach International Airport,29.179899,-81.058098,Daytona Beach,DAB
21033,Santa Fe Municipal Airport,35.61709976,-106.0889969,Santa Fe,SAF
3416,Bellingham International Airport,48.7928009,-122.538002,Bellingham,BLI
20589,Montgomery Field,32.81570053,-117.1399994,San Diego,MYF
3633,Lubbock Preston Smith International Airport,33.663601,-101.822998,Lubbock,LBB
19291,Centennial Airport,39.57009888,-104.848999,Denver,APA
3775,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,St Petersburg-Clearwater,PIE
3767,DeKalb Peachtree Airport,33.87559891,-84.30200195,Atlanta,PDK
19517,Camarillo Airport,34.21369934,-119.0940018,Camarillo,
3377,Rick Husband Amarillo International Airport,35.219398,-101.706001,Amarillo,AMA
19912,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,Fort Lauderdale,FXE
20187,Kissimmee Gateway Airport,28.28980064,-81.43710327,Orlando,ISM
19292,Napa County Airport,38.2132,-122.280998,Napa,APC
21055,Sedona Airport,34.84859848,-111.788002,Sedona,SDX
3448,Lovell Field,35.03530121,-85.20379639,Chattanooga,CHA
3449,Charlottesville Albemarle Airport,38.1385994,-78.45290375,Charlottesville,CHO
3672,Harrisburg International Airport,40.19350052,-76.76339722,Harrisburg,MDT
19469,Buchanan Field,37.98970032,-122.0569992,Concord,CCR
20384,Livermore Municipal Airport,37.69340134,-121.8199997,Livermore,LVK
3438,Columbia Metropolitan Airport,33.93880081,-81.11949921,Columbia,CAE
5449,Lihue Airport,21.97599983,-159.3390045,Lihue,LIH
19552,Mc Clellan-Palomar Airport,33.12829971,-117.2799988,Carlsbad,CLD
21045,Scottsdale Airport,33.6228981,-111.9110031,Scottsdale,SCF
3408,Billings Logan International Airport,45.80770111,-108.5429993,Billings,BIL
3594,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,Huntsville,HSV
3439,Akron Canton Regional Airport,40.91609955,-81.44219971,Akron,CAK
3869,San Luis County Regional Airport,35.23680115,-120.6419983,San Luis Obispo,SBP
3861,Sacramento Executive Airport,38.51250076,-121.4929962,Sacramento,SAC
20805,Palo Alto Airport of Santa Clara County,37.46110153,-122.1149979,Palo Alto,PAO
21384,Watsonville Municipal Airport,36.93569946,-121.7900009,Watsonville,WVI
3451,The Eastern Iowa Airport,41.88470078,-91.71080017,Cedar Rapids,CID
3562,Austin Straubel International Airport,44.48509979,-88.12960052,Green Bay,GRB
3517,Mahlon Sweet Field,44.12459946,-123.211998,Eugene,EUG
3398,Laurence G Hanscom Field,42.47000122,-71.28900146,Bedford,BED
21114,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,Santa Rosa,STS
3789,Ernest A. Love Field,34.65449905,-112.4199982,Prescott,PRC
3388,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,Wilkes-Barre/Scranton,AVP
5457,Hilo International Airport,19.72139931,-155.0480042,Hilo,ITO
20765,Orlando Executive Airport,28.5454998,-81.332901,Orlando,
21105,San Carlos Airport,37.51190186,-122.25,San Carlos,SQL
3387,Asheville Regional Airport,35.43619919,-82.54180145,Asheville,AVL
3876,Orlando Sanford International Airport,28.77759933,-81.23750305,Orlando,SFB
3616,Long Island Mac Arthur Airport,40.79520035,-73.10019684,Islip,ISP
5360,Fairbanks International Airport,64.81510162,-147.8560028,Fairbanks,FAI
3879,Springfield Branson National Airport,37.24570084,-93.38860321,Springfield,SGF
3788,Paso Robles Municipal Airport,35.67290115,-120.6269989,Paso Robles,PRB
20068,Henderson Executive Airport,35.97280121,-115.1340027,Las Vegas,HSH
3559,Gainesville Regional Airport,29.69009972,-82.27179718,Gainesville,GNV
3618,Jackson Hole Airport,43.6072998,-110.737999,Jackson,JAC
3911,Stewart International Airport,41.5041008,-74.10479736,Newburgh,SWF
19293,Naples Municipal Airport,26.15259933,-81.77529907,Naples,APF
3700,Mobile Regional Airport,30.69120026,-88.24279785,Mobile,MOB
3530,Flagstaff Pulliam Airport,35.13850021,-111.6709976,Flagstaff,FLG
3628,Lakeland Linder Regional Airport,27.98889923,-82.01860046,Lakeland,LAL
20757,Opa-locka Executive Airport,25.90699959,-80.27839661,Miami,
3868,South Bend Regional Airport,41.70869827,-86.31729889,South Bend,SBN
3551,Grand Canyon National Park Airport,35.95240021,-112.1470032,Grand Canyon,GCN
19672,Phoenix Deer Valley Airport,33.68830109,-112.0830002,Phoenix,DVT
3717,Myrtle Beach International Airport,33.67969894,-78.92829895,Myrtle Beach,MYR
3356,Lehigh Valley International Airport,40.65209961,-75.44080353,Allentown,ABE
3763,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,Everett,PAE
3794,Pueblo Memorial Airport,38.28910065,-104.4970016,Pueblo,PUB
19331,Catalina Airport,33.4049,-118.416,Avalon,AVX
20296,Big Bear City Airport,34.26380157,-116.8560028,Big Bear,RBF
19237,Addison Airport,32.96860123,-96.83640289,Dallas,ADS
20578,Martha's Vineyard Airport,41.39310074,-70.61430359,Martha's Vineyard,MVY
21061,Northeast Florida Regional Airport,29.9592,-81.339798,St Augustine,UST
3857,Rochester International Airport,43.90829849,-92.5,Rochester,RST
3402,Meadows Field,35.43360138,-119.0569992,Bakersfield,BFL
21047,Gillespie Field,32.82619858,-116.9720001,San Diego/El Cajon,SEE
3571,Great Falls International Airport,47.48199844,-111.3710022,Great Falls,GTF
3360,Nantucket Memorial Airport,41.25310135,-70.06020355,Nantucket,ACK
3609,Wilmington International Airport,34.27059937,-77.90260315,Wilmington,ILM
3961,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,Yuma,YUM
3934,Lake Tahoe Airport,38.89390182,-119.9950027,South Lake Tahoe,TVL
3950,Vero Beach Municipal Airport,27.65559959,-80.41790009,Vero Beach,VRB
19868,Friday Harbor Airport,48.52199936,-123.0240021,Friday Harbor,FRD
19905,Fullerton Municipal Airport,33.87200165,-117.9800034,Fullerton,FUL
19829,French Valley Airport,33.57419968,-117.1279984,Murrieta/Temecula,RBK
21314,Nut Tree Airport,38.37680054,-121.961998,Vacaville,
3467,Yeager Airport,38.37310028,-81.59320068,Charleston,CRW
3547,Fort Wayne International Airport,40.97850037,-85.19509888,Fort Wayne,FWA
3523,Hector International Airport,46.92070007,-96.81580353,Fargo,FAR
3679,Rogue Valley International Medford Airport,42.37419891,-122.8730011,Medford,MFR
3841,Redding Municipal Airport,40.50899887,-122.2929993,Redding,RDD
3659,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,Cincinnati,LUK
20160,Laughlin Bullhead International Airport,35.15739822,-114.5599976,Bullhead City,IFP
19308,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,Aspen,ASE
20054,Portland Hillsboro Airport,45.540401,-122.949997,Portland,HIO
20928,Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,San Jose,RHV
3561,Gulfport Biloxi International Airport,30.40730095,-89.07009888,Gulfport,GPT
3647,Lincoln Airport,40.85100174,-96.75920105,Lincoln,LNK
3539,Republic Airport,40.72880173,-73.41339874,Farmingdale,FRG
3576,Hartford Brainard Airport,41.73669815,-72.6493988,Hartford,HFD
21065,St George Municipal Airport,37.036389,-113.510306,St George,SGU
20679,Columbia Airport,38.03039932,-120.4150009,Columbia,COA
20101,Hayward Executive Airport,37.65919876,-122.1220016,Hayward,HWD
19866,Falcon Field,33.46080017,-111.7279968,Mesa,MSC
21209,Zamperini Field,33.80339813,-118.3399963,Torrance,TOA
3429,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,Baton Rouge,BTR
3619,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,Jackson,JAN
3695,Quad City International Airport,41.44850159,-90.50749969,Moline,MLI
3854,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,Roanoke,ROA
3925,Toledo Express Airport,41.58679962,-83.80780029,Toledo,TOL
3893,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,Santa Maria,SMX
3541,Joe Foss Field Airport,43.58200073,-96.74189758,Sioux Falls,FSD
3545,Fort Worth Meacham International Airport,32.819801,-97.362396,Fort Worth,FTW
3560,Groton New London Airport,41.33010101,-72.04509735,Groton (New London),GON
3617,Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,Phoenix,AZA
3414,Burke Lakefront Airport,41.51750183,-81.6832962,Cleveland,BKL
21220,Truckee Tahoe Airport,39.31999969,-120.1399994,Truckee,TKF
20702,Petaluma Municipal Airport,38.25780106,-122.6060028,Petaluma,
21181,Tracy Municipal Airport,37.68899918,-121.4420013,Tracy,
3397,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,Bridgeport,BDR
3459,University of Illinois Willard Airport,40.03919983,-88.27809906,Champaign/Urbana,CMI
3476,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,Cheyenne,CYS
3535,Bishop International Airport,42.9654007,-83.74359894,Flint,FNT
3708,Missoula International Airport,46.91630173,-114.0910034,Missoula,MSO
20564,The Florida Keys Marathon Airport,24.72610092,-81.05139923,Marathon,
20785,Oxnard Airport,34.20080185,-119.2070007,Oxnard,OXR
3874,Brown Field Municipal Airport,32.57229996,-116.9800034,San Diego,SDM
10699,Harris Ranch Airport,36.2480011,-120.237999,Coalinga,
20023,Half Moon Bay Airport,37.51340103,-122.5009995,Half Moon Bay,HAF
19670,Marin County Airport - Gnoss Field,38.14360046,-122.5559998,Novato,NOT
3466,Corpus Christi International Airport,27.77039909,-97.50119781,Corpus Christi,CRP
3770,Newport News Williamsburg International Airport,37.13190079,-76.49299622,Newport News,PHF
3557,Grand Junction Regional Airport,39.12239838,-108.5270004,Grand Junction,GJT
3629,Capital City Airport,42.77870178,-84.58740234,Lansing,LAN
3693,Melbourne International Airport,28.10280037,-80.64530182,Melbourne,MLB
3663,Midland International Airport,31.94249916,-102.2020035,Midland,MAF
19388,Blythe Airport,33.61920166,-114.7170029,Blythe,BLH
3839,Red Bluff Municipal Airport,40.15069962,-122.2519989,Red Bluff,RBL
19525,Chino Airport,33.97470093,-117.637001,Chino,CNO
19673,David Wayne Hooks Memorial Airport,30.0618,-95.55280304,Houston,DWH
3491,Duluth International Airport,46.84209824,-92.19360352,Duluth,DLH
3409,Bismarck Municipal Airport,46.77270126,-100.7460022,Bismarck,BIS
3600,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,Hyannis,HYA
3390,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,Kalamazoo,AZO
3689,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,Kansas City,MKC
3786,Dutchess County Airport,41.62659836,-73.88420105,Poughkeepsie,POU
3411,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,Denver,BJC
3746,Ogden Hinckley Airport,41.19589996,-112.012001,Ogden,OGD
3872,Stockton Metropolitan Airport,37.89419937,-121.237999,Stockton,SCK
3837,Riverside Municipal Airport,33.95190048,-117.4449997,Riverside,RAL
21222,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,Palm Springs,TRM
19491,Casa Grande Municipal Airport,32.954899,-111.766998,Casa Grande,CGZ
20910,Dallas Executive Airport,32.68090057,-96.86820221,Dallas,RBD
20053,Lake Havasu City Airport,34.571098,-114.358002,Lake Havasu City,HII
3773,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,Peoria,PIA
3928,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,Bristol/Johnson/Kingsport,TRI
3455,Easterwood Field,30.58860016,-96.36380005,College Station,CLL
3654,La Crosse Municipal Airport,43.879002,-91.256699,La Crosse,LSE
3791,Portsmouth International at Pease Airport,43.07789993,-70.82330322,Portsmouth,PSM
3929,Trenton Mercer Airport,40.27669907,-74.81349945,Trenton,TTN
3505,Eagle County Regional Airport,39.64260101,-106.9179993,Eagle,EGE
3701,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,Modesto,MOD
3546,Fulton County Airport Brown Field,33.77909851,-84.52140045,Atlanta,FTY
3504,Dillant Hopkins Airport,42.89839935,-72.27079773,Keene,EEN
20821,Page Municipal Airport,36.92610168,-111.447998,Page,PGA
19324,Auburn Municipal Airport,38.95479965,-121.0820007,Auburn,AUN
20041,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,Manassas,MNZ
3419,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,Bloomington/Normal,BMI
3845,Chicago Rockford International Airport,42.19540024,-89.09719849,Chicago/Rockford,RFD
3437,Gallatin Field,45.77750015,-111.1529999,Bozeman,BZN
3510,Elmira Corning Regional Airport,42.15990067,-76.89160156,Elmira/Corning,ELM
3678,Mc Allen Miller International Airport,26.17580032,-98.23860168,Mc Allen,MFE
3769,Panama City-Bay Co International Airport,30.212099,-85.6828,Panama City,
3361,Waco Regional Airport,31.61129951,-97.23049927,Waco,ACT
3648,Lancaster Airport,40.12170029,-76.2960968,Lancaster,LNS
3756,Worcester Regional Airport,42.26729965,-71.8757019,Worcester,ORH
3558,Scholes International At Galveston Airport,29.26530075,-94.86039734,Galveston,GLS
20161,Kingman Airport,35.2594986,-113.9380035,Kingman,IGM
3554,Floyd Bennett Memorial Airport,43.34120178,-73.61029816,Glens Falls,GFL
3538,St Lucie County International Airport,27.49510002,-80.36830139,Fort Pierce,FPR
19550,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,Jacksonville,CRG
21375,General WM J Fox Airfield,34.74110031,-118.2190018,Lancaster,WJF
21204,Kendall-Tamiami Executive Airport,25.64789963,-80.43280029,Miami,TMB
20506,Sacramento Mather Airport,38.55390167,-121.2979965,Sacramento,MHR
19456,Byron Airport,37.82839966,-121.6259995,Byron,
19476,Essex County Airport,40.87519836,-74.28140259,Caldwell,CDW
19861,First Flight Airport,36.01819992,-75.6713028,Kill Devil Hills,FFA
20325,Laconia Municipal Airport,43.5727005,-71.41889954,Laconia,LCI
19310,Boire Field,42.78170013,-71.51480103,Nashua,ASH
20892,Wiley Post Airport,35.53419876,-97.64710236,Oklahoma City,PWA
20947,Renton Municipal Airport,47.49309921,-122.2160034,Renton,RNT
3518,Evansville Regional Airport,38.03699875,-87.53240204,Evansville,EVV
3614,Williamsport Regional Airport,41.2417984,-76.9210968,Williamsport,IPT
20981,Cobb County-Mc Collum Field,34.01319885,-84.59860229,Atlanta,
21410,Northwest Arkansas Regional Airport,36.281898,-94.306801,Fayetteville/Springdale,XNA
20184,Imperial County Airport,32.83420181,-115.5790024,Imperial,IPL
20193,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,Ithaca,ITH
19320,Appleton International Airport,44.2580986,-88.51909637,Appleton,ATW
20493,Minden-Tahoe Airport,39.00030136,-119.7509995,Minden,MEV
19850,Flying Cloud Airport,44.82720184,-93.45709991,Minneapolis,FCM
20777,Norwood Memorial Airport,42.19049835,-71.17289734,Norwood,OWD
3882,Shreveport Regional Airport,32.44660187,-93.82559967,Shreveport,SHV
3465,Casper-Natrona County International Airport,42.90800095,-106.4639969,Casper,CPR
3543,Fort Smith Regional Airport,35.33660126,-94.36740112,Fort Smith,FSM
3681,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,Montgomery,MGM
3363,Atlantic City International Airport,39.45759964,-74.57720184,Atlantic City,ACY
3442,Cedar City Regional Airport,37.70100021,-113.098999,Cedar City,CDC
3553,Grand Forks International Airport,47.949299,-97.176102,Grand Forks,GFK
3884,San Angelo Regional Mathis Field,31.35770035,-100.4960022,San Angelo,SJT
3357,Abilene Regional Airport,32.41130066,-99.68190002,Abilene,ABI
3603,Niagara Falls International Airport,43.1072998,-78.94619751,Niagara Falls,IAG
3895,Salinas Municipal Airport,36.66279984,-121.6060028,Salinas,SNS
3698,Morristown Municipal Airport,40.79940033,-74.41490173,Morristown,MMU
3676,Castle Airport,37.38050079,-120.5680008,Merced,MER
19334,Arlington Municipal Airport,48.16070175,-122.1589966,Arlington,
19492,Chandler Municipal Airport,33.2691,-111.810997,Chandler,
19854,Frederick Municipal Airport,39.41759872,-77.3742981,Frederick,FDK
20712,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,Ocala,OCF
20887,Placerville Airport,38.7242012,-120.7529984,Placerville,PVF
20885,Provincetown Municipal Airport,42.07189941,-70.2213974,Provincetown,PVC
20822,Charlotte County Airport,26.92020035,-81.9905014,Punta Gorda,PGD
20979,Ryan Field,32.14220047,-111.1750031,Tucson,
3369,Athens Ben Epps Airport,33.94860077,-83.32630157,Athens,AHN
3426,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,Brownsville,BRO
3933,Cherry Capital Airport,44.74140167,-85.5821991,Traverse City,TVC
5379,Juneau International Airport,58.35499954,-134.576004,Juneau,JNU
3487,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,Detroit,DET
3699,Mc Minnville Municipal Airport,45.19440079,-123.1360016,Mc Minnville,
3666,Mc Clellan Airfield,38.66759872,-121.401001,Sacramento,MCC
3902,Malcolm McKinnon Airport,31.15180016,-81.39129639,Brunswick,SSI
3578,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,Hawthorne,HHR
19498,Chico Municipal Airport,39.79539871,-121.8580017,Chico,CIC
20854,Brackett Field,34.09159851,-117.7819977,La Verne,POC
20401,Gwinnett County Briscoe Field,33.97809982,-83.96240234,Lawrenceville,LZU
19952,Winter Haven Municipal Airport - Gilbert Field,28.06290054,-81.75330353,Winter Haven,GIF
3368,Augusta Regional At Bush Field,33.36989975,-81.96450043,Augusta,AGS
3525,Fayetteville Regional Grannis Field,34.99119949,-78.88030243,Fayetteville,FAY
3582,Helena Regional Airport,46.60680008,-111.9830017,Helena,HLN
3651,Laredo International Airport,27.54380035,-99.46160126,Laredo,LRD
3635,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,North Platte,LBF
3599,Tweed New Haven Airport,41.26369858,-72.88680267,New Haven,HVN
3957,Willow Run Airport,42.23789978,-83.53040314,Detroit,YIP
3749,Olympia Regional Airport,46.9693985,-122.9029999,Olympia,OLM
3393,Westfield-Barnes Regional Airport,42.157799,-72.715599,Westfield/Springfield,BAF
3758,Ohio State University Airport,40.07979965,-83.07299805,Columbus,OSU
3941,Ukiah Municipal Airport,39.12599945,-123.2009964,Ukiah,UKI
19373,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,Bar Harbor,BHB
21062,Sugar Land Regional Airport,29.62229919,-95.65650177,Houston,SGR
19549,Grand Strand Airport,33.81169891,-78.72389984,North Myrtle Beach,CRE
16500,Block Island State Airport,41.16809845,-71.57779694,Block Island,BID
20896,Chicago Executive Airport,42.114222,-87.901494,Chicago/Prospect Heights/Wheeling,PWK
19757,El Monte Airport,34.08610153,-118.0350037,El Monte,EMT
20064,Hemet Ryan Airport,33.73400116,-117.0230026,Hemet,HMT
20105,Hilton Head Airport,32.22439957,-80.69750214,Hilton Head Island,HHH
17054,Hollister Municipal Airport,36.8932991,-121.4100037,Hollister,HLI
18501,Lampson Field,38.99060059,-122.901001,Lakeport,CKE
20732,Oceanside Municipal Airport,33.21730042,-117.3539963,Oceanside,OCN
19688,San Martin Airport,37.08160019,-121.5970001,San Martin,
